Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
60041,38,Male,27,Technology,10146,Good,High,Average,0,Yes,38,Bachelor’s Degree,Single,1,Entry,Medium,56,No,No,No,Fair,Low,Left
47666,42,Female,15,Technology,10246,Excellent,Medium,High,1,No,63,Master’s Degree,Married,0,Mid,Medium,62,Yes,No,No,Poor,Medium,Stayed
41409,23,Female,3,Finance,9436,Fair,High,Average,2,Yes,37,Bachelor’s Degree,Divorced,6,Mid,Small,61,No,No,No,Fair,High,Left
46271,47,Female,30,Healthcare,7812,Excellent,High,Average,0,No,82,Master’s Degree,Divorced,0,Mid,Medium,92,No,No,Yes,Poor,High,Stayed
48881,58,Male,32,Technology,10467,Excellent,Very High,High,2,Yes,44,High School,Married,0,Mid,Large,86,No,No,No,Good,Medium,Stayed
16162,19,Female,4,Healthcare,7958,Fair,High,Average,1,No,76,Master’s Degree,Divorced,0,Senior,Medium,6,No,No,Yes,Good,Low,Left
53815,54,Male,29,Finance,6412,Excellent,High,Average,1,No,11,Master’s Degree,Married,1,Mid,Medium,57,No,No,No,Poor,Low,Stayed
4062,52,Female,29,Healthcare,9064,Poor,Very High,Average,2,No,15,Master’s Degree,Married,4,Entry,Small,41,No,No,No,Poor,Medium,Left
33067,29,Female,17,Healthcare,9450,Good,High,High,3,No,84,Bachelor’s Degree,Single,4,Senior,Medium,51,No,No,No,Excellent,Low,Stayed
31105,23,Male,1,Technology,10646,Fair,High,High,0,Yes,23,High School,Single,0,Entry,Medium,78,No,No,No,Good,Low,Left
56304,21,Female,9,Healthcare,5467,Fair,Very High,High,2,Yes,61,Bachelor’s Degree,Divorced,4,Senior,Small,25,Yes,No,No,Poor,Low,Left
72879,42,Female,30,Technology,10095,Excellent,Very High,Low,0,No,95,Master’s Degree,Single,0,Mid,Small,33,No,No,No,Good,High,Left
61111,47,Male,10,Technology,7036,Good,Very High,Average,0,No,97,Bachelor’s Degree,Single,0,Senior,Medium,83,No,No,No,Fair,High,Left
18482,55,Male,4,Technology,10318,Fair,High,Average,2,Yes,38,Bachelor’s Degree,Married,2,Entry,Small,47,No,No,No,Poor,High,Stayed
74014,39,Male,5,Finance,9720,Good,Medium,Average,0,No,6,Bachelor’s Degree,Single,0,Entry,Large,23,No,No,No,Fair,Medium,Left
12840,59,Male,47,Finance,8871,Poor,High,Average,0,No,4,High School,Married,0,Senior,Small,86,No,No,No,Fair,Medium,Stayed
22012,58,Female,23,Technology,8906,Fair,Very High,Average,2,Yes,3,Bachelor’s Degree,Married,5,Mid,Small,96,No,No,No,Good,Low,Stayed
50173,34,Female,23,Education,5120,Fair,Medium,Average,0,No,25,Associate Degree,Married,1,Entry,Large,26,No,No,No,Good,Low,Left
39050,38,Female,14,Healthcare,9121,Good,High,Average,0,No,80,Bachelor’s Degree,Married,0,Mid,Large,51,No,No,No,Good,Medium,Stayed
42215,27,Female,15,Media,7025,Excellent,High,High,0,No,97,Bachelor’s Degree,Married,1,Senior,Small,68,Yes,No,No,Poor,High,Stayed
26704,26,Male,7,Healthcare,8782,Fair,High,High,0,Yes,37,Bachelor’s Degree,Married,0,Entry,Medium,28,Yes,No,No,Good,Low,Stayed
18878,30,Male,7,Healthcare,9290,Good,Very High,Average,1,Yes,49,High School,Single,1,Mid,Small,17,No,No,No,Fair,Low,Left
55204,38,Male,11,Technology,10225,Poor,Low,High,0,Yes,7,Associate Degree,Married,1,Entry,Large,25,No,No,No,Fair,Low,Stayed
25484,51,Female,36,Healthcare,6890,Poor,High,Below Average,0,Yes,98,Master’s Degree,Single,0,Entry,Medium,74,No,No,No,Fair,High,Left
2499,58,Female,7,Healthcare,8414,Good,Medium,Average,0,Yes,81,High School,Single,0,Senior,Medium,67,No,No,Yes,Good,Low,Left
26118,46,Female,18,Technology,10184,Fair,Very High,Average,1,No,5,Master’s Degree,Single,0,Mid,Small,52,No,No,No,Good,Low,Left
31036,30,Male,15,Healthcare,7418,Good,High,High,0,Yes,97,Associate Degree,Single,4,Mid,Small,84,No,No,Yes,Excellent,Low,Left
69672,53,Female,24,Media,5495,Good,High,Average,1,No,66,High School,Single,4,Senior,Medium,87,No,No,Yes,Fair,Low,Left
66020,52,Male,12,Education,5060,Poor,Medium,Average,1,No,9,Master’s Degree,Married,0,Mid,Small,73,No,No,Yes,Fair,Medium,Stayed
53796,32,Male,9,Technology,11374,Good,High,High,0,Yes,62,High School,Divorced,3,Entry,Small,61,No,No,No,Fair,Very High,Left
1339,54,Female,43,Technology,7320,Good,Medium,Below Average,3,Yes,60,Associate Degree,Single,2,Senior,Small,103,No,No,No,Good,High,Stayed
66312,34,Female,6,Finance,8426,Good,High,Average,0,No,56,Associate Degree,Single,2,Entry,Large,22,No,No,No,Good,Medium,Left
25498,40,Male,25,Education,5461,Good,Low,Average,0,Yes,43,Master’s Degree,Single,0,Senior,Medium,75,No,Yes,No,Good,Low,Left
65848,28,Male,4,Technology,11944,Fair,High,High,1,No,94,Bachelor’s Degree,Married,1,Senior,Large,36,No,No,No,Fair,Low,Stayed
41876,39,Male,4,Finance,9105,Good,Very High,Low,1,Yes,34,Bachelor’s Degree,Divorced,0,Entry,Medium,62,No,No,No,Excellent,Medium,Left
62489,31,Female,20,Finance,7320,Poor,High,Average,0,No,62,Master’s Degree,Single,1,Mid,Small,87,Yes,No,No,Good,Low,Left
36841,31,Female,18,Media,5916,Fair,Very High,High,0,Yes,33,Bachelor’s Degree,Married,0,Senior,Small,96,Yes,No,No,Good,Medium,Stayed
16154,22,Male,3,Healthcare,7327,Good,Very High,Average,1,Yes,76,High School,Single,1,Mid,Large,57,No,No,Yes,Poor,Low,Left
13523,38,Female,18,Media,5930,Excellent,High,High,1,No,74,Associate Degree,Divorced,0,Entry,Small,92,Yes,No,No,Poor,Low,Stayed
73211,56,Female,43,Technology,7773,Excellent,Medium,Average,3,Yes,15,Master’s Degree,Single,2,Mid,Medium,82,No,No,No,Poor,High,Stayed
15906,35,Male,25,Technology,10157,Good,High,Average,0,No,63,Bachelor’s Degree,Single,3,Senior,Medium,31,No,No,No,Good,Medium,Stayed
20679,49,Male,37,Finance,7988,Fair,Low,Low,0,No,84,Bachelor’s Degree,Married,0,Entry,Large,51,No,No,Yes,Good,Medium,Left
58987,46,Male,13,Media,5844,Fair,Very High,Below Average,0,No,80,Associate Degree,Single,0,Senior,Medium,59,No,No,No,Poor,High,Left
16851,38,Female,24,Education,4573,Excellent,Medium,Average,0,No,37,Associate Degree,Divorced,0,Mid,Large,69,No,No,Yes,Excellent,Medium,Stayed
3502,53,Female,31,Education,4259,Good,High,Average,0,Yes,84,Associate Degree,Divorced,0,Entry,Medium,52,No,No,No,Good,Very High,Left
11627,48,Male,37,Healthcare,6609,Fair,Very High,Below Average,3,No,4,Bachelor’s Degree,Single,3,Senior,Large,77,Yes,No,No,Fair,Medium,Stayed
42868,59,Male,21,Healthcare,7171,Excellent,Medium,Average,0,Yes,98,Bachelor’s Degree,Single,4,Senior,Large,92,Yes,No,Yes,Good,Low,Stayed
43600,25,Male,11,Education,4701,Fair,Medium,Average,1,No,41,PhD,Divorced,2,Mid,Medium,40,No,No,No,Poor,Low,Stayed
67399,35,Male,9,Education,3525,Good,Very High,High,0,No,79,Bachelor’s Degree,Single,0,Senior,Medium,46,No,No,No,Good,Low,Left
24412,24,Male,11,Technology,8005,Fair,High,Average,2,Yes,14,Master’s Degree,Married,0,Entry,Medium,77,No,No,No,Fair,Very High,Left
61720,47,Male,3,Finance,9034,Excellent,Low,Average,0,No,3,Associate Degree,Married,1,Entry,Large,6,No,No,Yes,Good,High,Stayed
18061,37,Female,10,Education,4391,Excellent,High,Below Average,0,No,38,Master’s Degree,Married,1,Senior,Small,42,No,No,No,Good,Low,Stayed
26937,50,Male,41,Healthcare,10013,Good,High,High,1,No,48,Bachelor’s Degree,Divorced,1,Entry,Medium,99,No,No,No,Poor,Medium,Stayed
18124,49,Male,16,Healthcare,8291,Good,High,Average,2,Yes,95,Associate Degree,Married,1,Mid,Small,23,No,Yes,No,Good,Low,Left
105,50,Male,16,Technology,9678,Good,High,Low,2,Yes,29,Associate Degree,Single,1,Senior,Large,17,No,No,No,Good,Medium,Left
41686,54,Female,28,Finance,10337,Fair,Very High,Average,0,No,83,Master’s Degree,Married,4,Mid,Large,73,No,No,Yes,Good,High,Left
50377,40,Female,3,Media,5759,Good,High,Below Average,3,Yes,55,Associate Degree,Single,2,Senior,Medium,25,No,No,No,Good,Low,Stayed
71981,36,Male,14,Technology,9743,Good,High,Average,1,No,36,Bachelor’s Degree,Single,0,Mid,Medium,28,No,Yes,No,Good,Medium,Stayed
63643,19,Male,9,Media,5746,Good,Medium,Average,3,No,67,Bachelor’s Degree,Married,1,Entry,Small,45,No,No,Yes,Good,High,Stayed
23928,26,Male,18,Finance,8430,Good,High,High,0,No,31,Master’s Degree,Married,0,Senior,Medium,32,Yes,No,Yes,Fair,High,Stayed
12480,45,Female,5,Healthcare,6419,Good,Very High,High,0,No,18,Master’s Degree,Single,3,Senior,Large,53,No,No,Yes,Fair,Medium,Left
34406,22,Female,13,Education,3507,Good,Medium,Below Average,2,Yes,81,High School,Divorced,3,Entry,Medium,37,No,No,No,Good,Medium,Stayed
55972,38,Male,10,Healthcare,6810,Excellent,Medium,Average,2,No,81,Associate Degree,Married,1,Entry,Large,60,No,No,No,Poor,Medium,Stayed
33149,24,Female,7,Technology,5572,Fair,High,Average,2,Yes,91,Associate Degree,Single,3,Senior,Small,19,Yes,No,No,Poor,High,Left
40482,46,Male,2,Technology,8123,Fair,Low,Average,0,Yes,76,Bachelor’s Degree,Married,1,Mid,Medium,9,No,No,Yes,Fair,Medium,Left
30378,45,Female,35,Healthcare,6838,Excellent,High,Average,2,No,92,Associate Degree,Married,5,Entry,Medium,69,No,No,No,Good,High,Stayed
44961,49,Female,1,Healthcare,7507,Poor,High,Average,1,No,4,Master’s Degree,Divorced,1,Entry,Medium,52,Yes,No,No,Fair,High,Stayed
10748,35,Male,21,Technology,10517,Fair,Medium,High,2,No,6,Associate Degree,Married,0,Entry,Medium,68,No,No,No,Poor,Low,Stayed
68471,35,Female,14,Media,5880,Excellent,High,Below Average,1,No,55,Associate Degree,Married,1,Entry,Medium,38,Yes,No,No,Excellent,Low,Stayed
22480,35,Female,4,Media,5839,Fair,Very High,Average,1,No,53,Bachelor’s Degree,Single,0,Mid,Small,69,No,No,No,Excellent,High,Left
71595,49,Female,24,Education,4469,Excellent,High,Average,2,No,32,PhD,Married,0,Entry,Medium,74,No,No,No,Poor,Medium,Left
74419,43,Male,22,Media,5529,Excellent,Very High,Average,1,No,62,Bachelor’s Degree,Single,1,Mid,Medium,94,No,No,No,Good,Medium,Left
52371,39,Male,18,Healthcare,8026,Excellent,Very High,High,1,No,41,Bachelor’s Degree,Single,4,Entry,Large,38,No,No,No,Excellent,Low,Left
11356,33,Female,5,Healthcare,9023,Good,High,Average,0,No,44,Associate Degree,Single,2,Entry,Medium,37,No,No,No,Excellent,Low,Left
72192,18,Male,6,Healthcare,7324,Fair,Medium,Average,0,Yes,69,Master’s Degree,Married,0,Senior,Medium,53,No,No,No,Fair,Medium,Stayed
10520,27,Female,7,Healthcare,7957,Fair,High,Average,0,No,76,High School,Single,1,Mid,Medium,76,No,No,No,Good,Medium,Left
61570,23,Male,9,Healthcare,7650,Good,High,Average,0,No,73,Bachelor’s Degree,Married,1,Senior,Medium,54,No,No,No,Good,Medium,Stayed
8187,28,Female,12,Technology,7660,Fair,Medium,Below Average,1,Yes,40,Bachelor’s Degree,Single,5,Entry,Medium,68,No,No,No,Good,High,Left
34386,53,Male,30,Education,3586,Excellent,High,Low,0,No,55,High School,Married,0,Senior,Medium,82,No,No,No,Fair,Very High,Stayed
65395,48,Male,2,Media,6088,Fair,High,Average,2,Yes,41,Associate Degree,Single,2,Senior,Large,9,Yes,Yes,Yes,Good,Low,Stayed
39414,26,Male,14,Technology,7969,Good,Medium,Average,3,No,45,Associate Degree,Married,0,Senior,Medium,46,No,No,No,Good,Low,Stayed
58064,41,Female,15,Technology,9925,Fair,High,Low,0,No,27,Bachelor’s Degree,Married,1,Entry,Medium,59,Yes,No,No,Good,High,Stayed
49746,46,Male,23,Healthcare,6165,Good,Low,Average,1,No,4,Bachelor’s Degree,Married,0,Senior,Medium,63,No,No,No,Poor,High,Stayed
36275,18,Male,10,Technology,9381,Poor,High,Average,0,No,30,Bachelor’s Degree,Single,2,Mid,Small,38,No,No,No,Good,Low,Left
50728,36,Female,1,Finance,11062,Excellent,Medium,High,0,No,63,Associate Degree,Single,0,Senior,Small,28,Yes,No,No,Poor,Low,Left
67379,20,Male,5,Healthcare,9797,Excellent,High,Average,2,No,83,Associate Degree,Single,3,Mid,Small,58,Yes,No,No,Poor,Medium,Stayed
21792,42,Female,11,Education,5078,Fair,High,Low,0,No,51,Bachelor’s Degree,Single,1,Mid,Large,18,No,No,No,Good,High,Left
19701,42,Male,16,Education,3678,Poor,High,Average,1,No,38,High School,Divorced,0,Entry,Small,19,No,No,No,Excellent,High,Stayed
209,50,Male,19,Healthcare,7218,Poor,High,Average,0,Yes,77,Associate Degree,Single,4,Entry,Large,83,No,No,No,Poor,Low,Left
3298,24,Male,13,Media,5519,Good,Low,Average,0,Yes,27,Associate Degree,Divorced,3,Mid,Small,91,No,No,Yes,Good,Medium,Stayed
55106,36,Female,20,Education,4643,Good,High,Average,0,No,44,Master’s Degree,Married,1,Senior,Small,65,No,Yes,No,Poor,High,Stayed
61770,41,Female,32,Finance,9829,Good,Medium,Average,2,No,55,Master’s Degree,Single,1,Entry,Small,49,No,No,No,Fair,Medium,Left
65924,29,Male,4,Education,5537,Fair,High,Average,1,No,32,PhD,Married,0,Senior,Medium,66,No,No,No,Fair,Low,Stayed
56401,44,Male,21,Finance,7293,Poor,High,Average,2,No,89,Bachelor’s Degree,Single,0,Mid,Medium,100,No,No,No,Fair,Low,Left
699,43,Female,31,Education,2517,Excellent,Medium,Low,0,Yes,31,Master’s Degree,Married,4,Entry,Medium,109,No,No,No,Good,High,Stayed
65907,26,Male,1,Education,3695,Good,High,Average,0,Yes,5,High School,Single,1,Mid,Large,58,No,No,No,Poor,Medium,Left
62135,43,Male,11,Media,6038,Poor,High,Average,0,Yes,95,Master’s Degree,Married,2,Mid,Medium,33,No,No,No,Fair,Medium,Left
29371,50,Male,7,Healthcare,6709,Excellent,High,Below Average,1,No,1,Master’s Degree,Single,0,Mid,Large,42,No,No,No,Good,High,Left
106,40,Female,21,Healthcare,7535,Excellent,Very High,Below Average,1,Yes,83,Bachelor’s Degree,Single,1,Mid,Medium,41,No,No,No,Good,High,Left
51111,36,Male,11,Technology,10183,Fair,High,Average,1,No,29,Bachelor’s Degree,Single,4,Entry,Large,84,No,No,No,Excellent,Low,Left
37479,46,Male,38,Healthcare,6751,Excellent,High,High,0,No,88,Bachelor’s Degree,Married,0,Mid,Large,79,No,No,No,Good,Medium,Stayed
9329,29,Male,19,Finance,7492,Excellent,High,Average,0,Yes,48,High School,Married,0,Mid,Medium,82,Yes,No,Yes,Poor,Low,Stayed
41124,56,Male,28,Healthcare,6107,Poor,Very High,High,0,Yes,57,Bachelor’s Degree,Single,0,Senior,Medium,29,No,No,No,Poor,Low,Stayed
71395,49,Male,20,Media,6442,Good,High,Average,0,No,84,Associate Degree,Divorced,3,Mid,Medium,58,No,No,Yes,Good,Medium,Stayed
60099,30,Male,13,Technology,7272,Good,High,Low,2,No,13,High School,Single,2,Senior,Large,25,Yes,No,No,Good,Low,Stayed
6344,50,Female,1,Healthcare,7625,Fair,Very High,Below Average,2,No,56,Associate Degree,Married,1,Mid,Medium,3,No,No,No,Fair,Low,Left
20737,56,Male,37,Education,4745,Excellent,High,Average,0,No,67,Bachelor’s Degree,Married,2,Mid,Small,64,No,No,No,Good,Medium,Stayed
34379,28,Male,2,Media,5099,Fair,High,Below Average,0,Yes,44,PhD,Single,1,Entry,Medium,8,No,No,No,Good,Low,Left
39238,21,Male,11,Technology,6993,Fair,High,High,0,Yes,27,Bachelor’s Degree,Married,0,Entry,Medium,18,No,No,No,Good,Medium,Stayed
35085,30,Male,10,Education,4046,Fair,Low,Average,1,Yes,84,Associate Degree,Single,0,Senior,Small,13,No,Yes,No,Poor,High,Left
26984,42,Male,22,Media,5414,Fair,Medium,Average,1,No,30,Associate Degree,Single,0,Entry,Medium,23,No,No,No,Poor,Low,Left
35481,18,Male,9,Education,5083,Excellent,High,Average,0,No,69,High School,Single,5,Entry,Medium,33,Yes,No,No,Fair,Low,Left
32759,50,Male,10,Technology,9087,Good,High,Below Average,0,No,80,Associate Degree,Married,1,Entry,Large,69,No,No,No,Fair,Low,Left
64367,34,Male,7,Technology,10952,Good,Very High,High,1,No,75,Bachelor’s Degree,Single,0,Mid,Medium,62,Yes,No,No,Good,Low,Stayed
69964,31,Male,12,Technology,8687,Excellent,High,Average,1,No,27,Associate Degree,Single,3,Entry,Large,70,No,No,No,Poor,Medium,Left
66281,48,Male,13,Healthcare,7352,Good,Medium,Below Average,2,No,44,Bachelor’s Degree,Married,1,Senior,Large,28,No,No,No,Fair,Low,Stayed
54615,32,Male,11,Healthcare,7300,Poor,Medium,Average,3,No,82,High School,Married,3,Entry,Medium,60,Yes,No,Yes,Excellent,High,Stayed
32166,35,Female,23,Finance,6818,Poor,High,High,0,Yes,49,High School,Divorced,2,Senior,Large,40,No,No,No,Fair,Low,Stayed
26616,28,Male,9,Technology,8112,Good,Very High,Average,0,No,71,Bachelor’s Degree,Married,0,Entry,Large,55,No,No,Yes,Good,Medium,Left
52991,21,Female,1,Finance,5582,Good,High,Average,0,No,5,High School,Married,0,Senior,Medium,17,No,No,No,Fair,Low,Stayed
67996,58,Male,14,Technology,10477,Fair,Very High,Below Average,0,No,97,Bachelor’s Degree,Married,2,Entry,Large,22,Yes,No,No,Good,Medium,Left
8979,28,Male,18,Education,4820,Excellent,Medium,Average,2,No,24,High School,Married,4,Entry,Medium,88,No,No,No,Good,Medium,Stayed
60758,52,Female,37,Finance,9647,Poor,Medium,High,2,No,25,Bachelor’s Degree,Married,4,Mid,Medium,46,No,No,No,Good,High,Stayed
70823,34,Female,16,Education,4850,Fair,High,High,1,No,35,Master’s Degree,Single,0,Entry,Large,33,No,No,No,Good,Low,Left
3331,31,Male,5,Media,6735,Fair,High,Average,0,Yes,58,Master’s Degree,Married,4,Entry,Medium,40,No,No,No,Good,Low,Left
61866,20,Male,1,Education,5038,Good,Low,High,0,No,6,High School,Married,1,Mid,Small,79,No,No,No,Good,High,Stayed
6059,31,Male,7,Healthcare,8066,Good,High,Average,0,Yes,11,Bachelor’s Degree,Married,1,Entry,Medium,18,Yes,No,No,Good,Medium,Stayed
57544,48,Male,34,Technology,8100,Fair,High,Average,0,Yes,31,Bachelor’s Degree,Single,0,Senior,Medium,87,No,No,No,Good,High,Stayed
27672,37,Male,11,Healthcare,7704,Good,High,Average,1,No,38,High School,Single,0,Entry,Small,60,Yes,No,No,Excellent,Low,Stayed
63882,38,Male,14,Education,4184,Good,Medium,Average,1,No,82,Associate Degree,Married,0,Mid,Small,19,No,No,No,Good,Low,Stayed
60503,25,Male,3,Technology,7744,Good,High,Average,1,Yes,83,Associate Degree,Single,2,Entry,Large,36,No,No,No,Good,Low,Left
54866,52,Female,35,Technology,10453,Excellent,High,Average,0,No,84,Associate Degree,Single,2,Mid,Medium,89,No,No,Yes,Poor,Medium,Left
9971,55,Male,21,Finance,8758,Fair,High,Average,0,No,70,High School,Single,1,Mid,Large,57,No,No,Yes,Poor,Medium,Left
20932,33,Male,17,Technology,9330,Excellent,High,Average,1,No,73,High School,Divorced,0,Entry,Medium,77,No,No,No,Good,Medium,Left
58413,52,Male,30,Finance,5715,Fair,Very High,Average,2,No,53,Master’s Degree,Married,0,Entry,Large,78,Yes,No,No,Good,High,Stayed
47355,27,Female,17,Finance,7597,Excellent,High,High,2,No,31,Bachelor’s Degree,Single,3,Entry,Small,26,No,No,No,Excellent,High,Stayed
71979,50,Female,40,Finance,14226,Good,Medium,Average,1,No,49,High School,Single,1,Entry,Large,118,No,No,No,Excellent,Medium,Left
20383,22,Male,6,Education,4060,Fair,High,Average,0,No,39,Associate Degree,Married,4,Mid,Small,63,Yes,No,No,Excellent,Medium,Stayed
44923,36,Female,14,Finance,11035,Fair,Medium,Average,1,No,39,Bachelor’s Degree,Divorced,0,Entry,Small,33,No,No,No,Good,Medium,Stayed
7523,46,Male,35,Technology,7765,Fair,Medium,Below Average,0,Yes,13,Master’s Degree,Married,2,Mid,Medium,85,No,No,No,Excellent,Low,Stayed
50353,32,Male,10,Healthcare,9287,Good,High,Average,1,Yes,25,High School,Single,0,Mid,Medium,15,No,No,Yes,Good,Medium,Left
5815,35,Male,17,Education,5011,Good,Low,Average,1,Yes,70,High School,Married,0,Entry,Small,78,No,No,No,Excellent,High,Left
14452,36,Male,14,Media,6579,Excellent,Medium,Average,2,No,40,Master’s Degree,Single,0,Entry,Medium,16,No,No,No,Good,Low,Left
45605,49,Male,16,Education,4053,Excellent,High,Average,0,Yes,75,Associate Degree,Married,1,Mid,Small,59,No,No,No,Excellent,Very High,Stayed
23410,36,Male,20,Education,3488,Poor,High,Average,0,No,59,Master’s Degree,Single,1,Mid,Small,46,No,No,No,Good,High,Left
63743,33,Female,7,Media,6355,Good,Medium,Average,1,Yes,55,Master’s Degree,Single,6,Entry,Medium,11,No,No,No,Fair,Medium,Left
50533,40,Female,7,Education,4411,Good,Very High,Average,0,No,1,Bachelor’s Degree,Married,4,Mid,Small,10,No,No,No,Good,High,Stayed
37198,45,Female,1,Media,6037,Fair,Medium,Average,1,No,67,Bachelor’s Degree,Single,2,Mid,Small,16,No,No,No,Poor,Low,Left
40311,30,Male,6,Healthcare,7539,Good,Medium,Below Average,0,Yes,28,Bachelor’s Degree,Divorced,0,Mid,Large,35,No,No,No,Fair,Very High,Stayed
14224,53,Male,36,Healthcare,7040,Poor,Medium,Average,2,No,43,Master’s Degree,Married,4,Entry,Medium,52,Yes,No,No,Fair,Low,Stayed
58272,28,Female,3,Education,5877,Excellent,Low,Average,0,No,50,Associate Degree,Single,0,Entry,Large,47,No,No,No,Good,High,Left
2927,58,Male,28,Finance,8883,Fair,High,Below Average,0,No,78,PhD,Married,4,Senior,Small,49,Yes,No,No,Fair,Low,Stayed
50006,41,Female,18,Technology,10456,Good,High,High,1,No,81,Master’s Degree,Single,0,Entry,Large,48,No,No,No,Fair,High,Left
69298,53,Female,21,Healthcare,6984,Fair,Medium,Below Average,0,No,65,Associate Degree,Single,0,Mid,Large,43,No,No,No,Poor,Low,Left
35466,42,Female,31,Education,4144,Fair,Medium,Average,1,No,27,Associate Degree,Divorced,1,Senior,Small,36,No,No,No,Good,Low,Left
24121,59,Male,21,Media,6974,Poor,Medium,Low,2,Yes,92,Bachelor’s Degree,Divorced,2,Entry,Medium,42,Yes,No,No,Fair,Medium,Stayed
9383,32,Female,12,Media,5582,Excellent,Very High,Below Average,2,Yes,17,Bachelor’s Degree,Married,1,Mid,Large,63,Yes,No,No,Good,Low,Stayed
52872,52,Female,16,Education,3953,Good,High,Average,0,No,98,Associate Degree,Married,2,Mid,Small,27,No,No,No,Good,Medium,Stayed
34447,49,Male,41,Healthcare,8965,Fair,Very High,Average,2,No,76,Associate Degree,Married,0,Entry,Large,65,No,Yes,Yes,Poor,Medium,Left
11199,31,Male,9,Finance,7833,Excellent,High,High,0,No,50,Associate Degree,Married,3,Entry,Large,11,No,No,No,Good,Low,Stayed
44945,56,Male,35,Healthcare,8092,Good,High,Below Average,2,No,11,Bachelor’s Degree,Married,1,Mid,Large,103,No,No,No,Good,Medium,Stayed
6385,35,Male,9,Technology,9873,Good,High,Average,0,No,13,Master’s Degree,Married,1,Mid,Medium,18,No,No,No,Poor,High,Stayed
32380,43,Male,32,Finance,9383,Fair,Very High,Average,0,No,42,Master’s Degree,Married,0,Mid,Large,40,Yes,No,Yes,Good,Medium,Stayed
70929,37,Female,20,Healthcare,8730,Good,High,Below Average,1,Yes,40,High School,Divorced,3,Mid,Small,57,No,No,No,Excellent,High,Stayed
49678,47,Male,25,Technology,9893,Good,High,Average,2,No,15,Associate Degree,Married,3,Entry,Medium,46,No,No,No,Good,Low,Stayed
16848,57,Female,5,Education,4380,Excellent,Low,Below Average,0,No,20,Associate Degree,Married,1,Entry,Medium,39,No,No,No,Good,Low,Left
51840,28,Female,6,Healthcare,8264,Excellent,Very High,Below Average,1,No,21,Bachelor’s Degree,Single,2,Mid,Medium,63,No,No,No,Fair,Medium,Left
68300,49,Male,38,Technology,8811,Good,High,Average,0,No,66,Bachelor’s Degree,Married,3,Entry,Small,50,No,No,No,Good,Low,Stayed
460,18,Male,2,Technology,7964,Good,High,Average,2,Yes,99,Associate Degree,Single,3,Entry,Small,73,No,No,No,Good,Medium,Left
17624,22,Female,13,Education,4075,Excellent,High,Average,2,Yes,3,High School,Married,3,Entry,Large,54,No,No,Yes,Good,Low,Left
29331,28,Female,11,Healthcare,7813,Good,High,Average,3,No,45,Associate Degree,Single,3,Entry,Large,61,No,No,No,Good,Low,Stayed
7075,20,Female,8,Healthcare,8147,Fair,Medium,Below Average,2,Yes,61,PhD,Married,1,Mid,Small,41,Yes,No,No,Good,Low,Left
3083,44,Male,22,Finance,5362,Good,High,Average,0,No,41,Master’s Degree,Divorced,0,Entry,Small,73,No,No,No,Good,Medium,Left
20403,51,Male,13,Healthcare,8244,Fair,High,Average,0,No,83,High School,Single,2,Mid,Small,32,No,No,No,Good,Low,Left
12922,57,Female,30,Finance,5528,Good,Medium,High,0,Yes,53,Bachelor’s Degree,Single,1,Entry,Large,43,No,No,No,Good,Low,Left
14908,52,Female,2,Education,4687,Fair,Medium,Below Average,0,No,38,High School,Single,4,Mid,Small,74,No,No,No,Fair,High,Left
69152,43,Female,14,Education,5616,Excellent,High,Below Average,0,No,90,PhD,Married,4,Mid,Large,55,No,No,No,Poor,Medium,Stayed
28699,21,Male,4,Finance,8503,Good,Very High,Below Average,1,Yes,9,High School,Single,1,Entry,Medium,79,No,No,No,Poor,Medium,Left
16685,41,Male,2,Technology,9181,Fair,Very High,Average,2,No,35,Bachelor’s Degree,Single,2,Mid,Small,47,No,No,Yes,Fair,High,Left
48473,28,Female,16,Finance,8147,Excellent,Low,Average,0,Yes,1,Associate Degree,Married,2,Entry,Medium,58,Yes,No,No,Poor,Low,Left
26525,20,Male,2,Education,3829,Good,High,Below Average,2,No,16,Associate Degree,Single,3,Mid,Small,38,No,No,No,Good,Very High,Left
72756,51,Male,18,Finance,10347,Fair,Very High,Average,3,No,73,High School,Single,0,Entry,Medium,29,No,No,No,Poor,High,Left
21434,37,Female,25,Technology,8305,Poor,Medium,Average,1,Yes,20,Bachelor’s Degree,Single,3,Entry,Small,63,No,No,No,Good,Low,Left
27624,39,Male,15,Technology,10680,Good,Very High,Below Average,1,Yes,53,Associate Degree,Single,4,Senior,Large,29,No,No,No,Good,Medium,Stayed
38096,54,Female,8,Education,4927,Excellent,High,Average,1,No,38,PhD,Married,0,Entry,Medium,11,No,No,No,Good,Low,Stayed
67269,29,Female,5,Media,6488,Fair,Very High,Average,0,No,50,Bachelor’s Degree,Married,1,Entry,Medium,54,No,No,No,Good,Low,Left
44361,58,Male,26,Healthcare,7604,Good,Very High,Below Average,1,No,41,Associate Degree,Married,5,Entry,Medium,62,No,No,Yes,Good,High,Stayed
43118,20,Male,11,Technology,11055,Excellent,High,High,2,No,56,PhD,Married,3,Entry,Medium,32,No,No,No,Excellent,High,Stayed
